Tag;Stunde;AVG_TA200;AVG_WV1000;MAX_WV1000max;SUM_GS200;SUM_NN050;SUM_SSD
01.01.2022;00:00;10,3;2,3;3,7;0,0;0,0;0,0
01.01.2022;01:00;10,3;3,2;5,2;0,0;0,0;0,0
01.01.2022;02:00;10,1;3,1;5,1;0,0;0,0;0,0
01.01.2022;03:00;9,9;2,5;6,0;0,0;0,0;0,0
01.01.2022;04:00;9,8;2,7;5,5;0,0;0,0;0,0
01.01.2022;05:00;9,8;2,0;3,7;0,0;0,0;0,0
01.01.2022;06:00;9,5;2,4;4,2;0,0;0,0;0,0
01.01.2022;07:00;9,4;2,3;4,6;0,0;0,0;0,0
01.01.2022;08:00;9,3;2,0;4,0;0,0;0,0;0,0
01.01.2022;09:00;9,1;2,2;4,7;22,5;0,0;0,0
01.01.2022;10:00;9,2;2,7;4,5;53,5;0,0;0,0
01.01.2022;11:00;9,5;2,3;4,2;87,6;0,0;0,0
01.01.2022;12:00;9,4;2,8;4,5;82,4;0,0;0,0
01.01.2022;13:00;9,3;2,3;4,0;81,0;0,0;0,0
01.01.2022;14:00;9,2;1,6;3,1;66,8;0,0;0,0
01.01.2022;15:00;9,2;1,7;3,2;36,4;0,0;0,0
01.01.2022;16:00;9,3;1,6;3,2;11,2;0,0;0,0
01.01.2022;17:00;9,3;0,5;1,5;0,0;0,0;0,0
01.01.2022;18:00;9,1;0,6;1,6;0,0;0,0;0,0
01.01.2022;19:00;8,7;0,9;1,8;0,0;0,0;0,0
01.01.2022;20:00;8,3;1,1;2,2;0,0;0,0;0,0
01.01.2022;21:00;7,7;0,7;1,7;0,0;0,0;0,0
01.01.2022;22:00;7,4;1,0;2,0;0,0;0,0;0,0
01.01.2022;23:00;5,3;0,6;2,4;0,0;0,0;0,0
02.01.2022;00:00;4,8;0,6;1,7;0,0;0,0;0,0
02.01.2022;01:00;4,3;0,6;1,9;0,0;0,0;0,0
02.01.2022;02:00;4,0;0,4;2,1;0,0;0,0;0,0
02.01.2022;03:00;4,3;0,6;1,9;0,0;0,0;0,0
02.01.2022;04:00;4,9;0,9;2,0;0,0;0,0;0,0
02.01.2022;05:00;4,7;1,0;2,6;0,0;0,0;0,0
02.01.2022;06:00;5,2;1,0;3,2;0,0;0,0;0,0
02.01.2022;07:00;4,9;1,0;2,3;0,0;0,0;0,0
02.01.2022;08:00;4,9;1,2;3,3;0,0;0,0;0,0
02.01.2022;09:00;5,3;2,3;5,9;18,1;0,0;0,0
02.01.2022;10:00;6,7;2,9;7,3;24,8;0,0;0,0
02.01.2022;11:00;7,2;3,6;8,0;117,9;0,0;0,4
02.01.2022;12:00;8,4;3,8;7,6;145,0;0,0;0,3
02.01.2022;13:00;9,1;4,0;6,7;92,0;0,0;0,0
02.01.2022;14:00;9,5;4,0;6,4;82,6;0,0;0,0
02.01.2022;15:00;9,9;3,7;6,5;18,2;0,0;0,0
02.01.2022;16:00;10,3;4,2;7,5;0,0;0,0;0,0
