Tag;Stunde;AVG_TA200;AVG_WV1000;MAX_WV1000max;SUM_GS200;SUM_NN050;SUM_SSD
01.01.2018;00:00;8,37;9,95;17,73;,00;,00;,00
01.01.2018;01:00;8,10;11,18;17,39;,00;,00;,00
01.01.2018;02:00;7,48;10,16;19,57;,00;,10;,00
01.01.2018;03:00;6,31;9,19;16,76;,00;,60;,00
01.01.2018;04:00;6,28;8,72;15,55;,00;,00;,00
01.01.2018;05:00;5,52;9,19;16,19;,00;,90;,00
01.01.2018;06:00;5,60;8,33;15,05;,00;,00;,00
01.01.2018;07:00;5,66;7,13;13,11;,00;,10;,00
01.01.2018;08:00;5,85;7,87;13,68;,00;,00;,00
01.01.2018;09:00;5,24;8,27;14,02;18,28;,40;,00
01.01.2018;10:00;5,51;7,45;12,38;57,26;,00;,00
01.01.2018;11:00;6,04;7,52;12,04;70,83;,00;,00
01.01.2018;12:00;6,24;5,76;10,51;50,67;,00;,00
01.01.2018;13:00;6,09;6,66;13,05;20,70;1,00;,00
01.01.2018;14:00;4,42;7,91;13,68;16,93;3,10;,00
01.01.2018;15:00;3,81;5,40;11,11;17,74;2,20;,00
01.01.2018;16:00;4,43;6,48;12,38;,00;1,80;,00
01.01.2018;17:00;4,65;9,19;16,02;,00;2,80;,00
01.01.2018;18:00;4,76;8,10;13,85;,00;,60;,00
01.01.2018;19:00;5,14;7,40;12,38;,00;,80;,00
01.01.2018;20:00;5,11;5,04;8,67;,00;,80;,00
01.01.2018;21:00;5,33;6,42;13,05;,00;,70;,00
01.01.2018;22:00;5,06;8,46;15,05;,00;,00;,00
01.01.2018;23:00;4,78;7,48;11,71;,00;,00;,00
02.01.2018;00:00;4,02;5,27;9,40;,00;,20;,00
02.01.2018;01:00;4,34;5,39;8,67;,00;,00;,00
02.01.2018;02:00;4,54;5,80;10,71;,00;,50;,00
02.01.2018;03:00;4,48;6,15;12,38;,00;1,30;,00
02.01.2018;04:00;4,37;5,33;8,67;,00;,10;,00
02.01.2018;05:00;4,56;5,74;9,07;,00;,00;,00
02.01.2018;06:00;4,60;6,56;10,71;,00;,00;,00
02.01.2018;07:00;4,25;5,99;9,07;,00;,00;,00
02.01.2018;08:00;4,28;5,72;9,07;,00;,00;,00
02.01.2018;09:00;4,10;5,83;10,37;32,12;,00;,36
