Tag;Stunde;AVG_TA200;AVG_WV1000;MAX_WV1000max;SUM_GS200;SUM_NN050;SUM_SSD
01.01.2017;00:00;-4,28;1,15;2,80;,00;,00;,00
01.01.2017;01:00;-4,37;1,12;2,40;,00;,00;,00
01.01.2017;02:00;-4,65;1,22;2,40;,00;,00;,00
01.01.2017;03:00;-4,83;1,18;2,10;,00;,00;,00
01.01.2017;04:00;-4,98;,88;1,90;,00;,00;,00
01.01.2017;05:00;-5,05;1,12;3,10;,00;,00;,00
01.01.2017;06:00;-4,87;1,37;3,10;,00;,00;,00
01.01.2017;07:00;-4,38;1,25;3,50;,00;,00;,00
01.01.2017;08:00;-4,47;1,85;4,00;,00;,00;,00
01.01.2017;09:00;-4,47;1,92;4,60;,00;,00;,00
01.01.2017;10:00;-4,63;2,32;5,10;,00;,00;,00
01.01.2017;11:00;-4,15;2,03;4,80;,00;,00;,00
01.01.2017;12:00;-3,97;1,68;5,80;,00;,00;,00
01.01.2017;13:00;-3,93;2,23;5,10;,00;,00;,00
01.01.2017;14:00;-3,87;1,98;5,60;,00;,00;,00
01.01.2017;15:00;-4,10;2,33;7,10;,00;,00;,00
01.01.2017;16:00;-4,57;2,70;5,80;,00;,00;,00
01.01.2017;17:00;-4,92;2,33;6,10;,00;,00;,00
01.01.2017;18:00;-5,03;1,87;5,10;,00;,00;,00
01.01.2017;19:00;-5,02;1,60;3,50;,00;,00;,00
01.01.2017;20:00;-4,72;1,12;3,10;,00;,00;,00
01.01.2017;21:00;-4,32;,68;1,80;,00;,00;,00
01.01.2017;22:00;-3,87;,42;,60;,00;,00;,00
01.01.2017;23:00;-3,45;,92;2,20;,00;,00;,00
02.01.2017;00:00;-2,97;1,80;5,00;,00;,00;,00
02.01.2017;01:00;-2,72;2,37;5,90;,00;,00;,00
02.01.2017;02:00;-2,63;2,17;6,80;,00;,00;,00
02.01.2017;03:00;-2,45;2,97;6,80;,00;,00;,00
02.01.2017;04:00;-2,28;3,15;7,10;,00;,00;,00
02.01.2017;05:00;-2,15;2,37;6,30;,00;,30;,00
02.01.2017;06:00;-2,08;2,12;5,90;,00;,00;,00
02.01.2017;07:00;-2,05;1,55;5,00;,00;,20;,00
02.01.2017;08:00;-2,10;1,52;5,00;,00;,40;,00
02.01.2017;09:00;-1,98;1,82;5,10;,00;,60;,00
02.01.2017;10:00;-1,57;1,25;3,90;37,83;1,00;,08
02.01.2017;11:00;-,95;1,05;3,10;136,17;,20;,60
02.01.2017;12:00;-,43;,93;4,30;73,67;,00;,20
02.01.2017;13:00;-,28;1,05;3,10;48,83;,00;,17
02.01.2017;14:00;-,18;,63;3,10;200,00;,00;,55
02.01.2017;15:00;,23;,67;1,60;420,33;,00;,93
02.01.2017;16:00;-1,18;,97;2,40;30,33;,00;,00
02.01.2017;17:00;-2,28;1,07;2,10;,00;,00;,00
02.01.2017;18:00;-2,25;1,07;3,10;,00;,00;,00
02.01.2017;19:00;-1,67;,93;3,70;,00;,00;,00
02.01.2017;20:00;-1,70;1,08;4,40;,00;,00;,00
02.01.2017;21:00;-1,97;1,08;3,10;,00;,00;,00
02.01.2017;22:00;-1,27;,88;2,80;,00;,00;,00
02.01.2017;23:00;-1,17;1,25;2,40;,00;,00;,00
03.01.2017;00:00;-1,05;,97;2,10;,00;,00;,00
03.01.2017;01:00;-1,22;1,22;3,60;,00;,00;,00
03.01.2017;02:00;-1,40;1,68;4,00;,00;,00;,00
03.01.2017;03:00;-1,38;1,92;4,30;,00;,00;,00
03.01.2017;04:00;-1,40;1,48;3,70;,00;,00;,00
03.01.2017;05:00;-1,47;1,57;4,00;,00;,00;,00
03.01.2017;06:00;-1,60;1,33;4,60;,00;,00;,00
03.01.2017;07:00;-1,55;1,33;5,00;,00;,00;,00
03.01.2017;08:00;-1,73;1,97;5,60;,00;,00;,00
03.01.2017;09:00;-1,72;2,43;5,60;,00;,00;,00
03.01.2017;10:00;-1,62;1,97;4,00;23,33;,00;,00
03.01.2017;11:00;-1,58;2,57;5,60;17,00;,00;,00
03.01.2017;12:00;-1,63;3,00;6,50;16,83;,00;,00
03.01.2017;13:00;-1,80;3,55;8,10;,00;,00;,00
03.01.2017;14:00;-1,88;3,28;7,80;,00;,00;,00
03.01.2017;15:00;-1,97;3,47;7,50;,00;,00;,00
03.01.2017;16:00;-1,98;4,00;8,20;,00;,00;,00
03.01.2017;17:00;-2,05;4,12;8,40;,00;,00;,00
03.01.2017;18:00;-2,18;4,75;10,60;,00;,00;,00
03.01.2017;19:00;-2,27;4,88;10,10;,00;,00;,00
03.01.2017;20:00;-2,20;4,90;11,20;,00;,00;,00
03.01.2017;21:00;-2,12;4,93;10,00;,00;,00;,00
03.01.2017;22:00;-2,10;4,93;11,40;,00;,00;,00
03.01.2017;23:00;-2,03;5,52;11,30;,00;,00;,00
04.01.2017;00:00;-1,82;6,37;11,30;,00;,00;,00
04.01.2017;01:00;-1,55;5,88;13,40;,00;,00;,00
04.01.2017;02:00;-1,17;6,22;15,80;,00;,00;,00
04.01.2017;03:00;-1,10;6,53;13,90;,00;,00;,00
04.01.2017;04:00;-,93;4,97;11,90;,00;,00;,00
04.01.2017;05:00;-,67;4,77;11,00;,00;,10;,00
04.01.2017;06:00;-,67;5,87;10,60;,00;,00;,00
04.01.2017;07:00;-,60;6,20;12,00;,00;,00;,00
04.01.2017;08:00;-,48;6,20;11,90;,00;,10;,00
04.01.2017;09:00;-,40;5,73;11,20;,00;,10;,00
04.01.2017;10:00;-,30;5,57;11,00;,00;,10;,00
04.01.2017;11:00;-,13;6,00;10,60;,00;,00;,00
04.01.2017;12:00;,08;3,48;10,00;,00;,50;,00
04.01.2017;13:00;,63;3,52;9,30;,00;,00;,00
04.01.2017;14:00;,98;3,10;7,00;18,33;,00;,00
04.01.2017;15:00;1,12;2,25;6,90;,00;,10;,00
04.01.2017;16:00;,63;1,72;4,60;,00;,00;,00
04.01.2017;17:00;,25;2,10;5,60;,00;,00;,00
04.01.2017;18:00;,07;2,23;6,90;,00;,00;,00
04.01.2017;19:00;-,02;2,73;8,10;,00;,00;,00
04.01.2017;20:00;-,08;2,57;7,10;,00;,10;,00
04.01.2017;21:00;-,05;2,62;8,20;,00;,00;,00
04.01.2017;22:00;-,05;2,17;5,70;,00;,00;,00
04.01.2017;23:00;-,10;2,08;5,00;,00;,00;,00
05.01.2017;00:00;-,47;1,73;4,00;,00;,00;,00
05.01.2017;01:00;-,80;2,08;5,90;,00;,00;,00
05.01.2017;02:00;-,78;2,13;4,00;,00;,00;,00
05.01.2017;03:00;-,95;1,98;5,60;,00;,00;,00
05.01.2017;04:00;-1,17;1,83;4,10;,00;,00;,00
05.01.2017;05:00;-,82;1,97;5,00;,00;,00;,00
05.01.2017;06:00;-,78;1,88;5,00;,00;,00;,00
05.01.2017;07:00;-,53;1,92;4,30;,00;,00;,00
05.01.2017;08:00;-,47;1,80;5,60;,00;,00;,00
05.01.2017;09:00;-,18;1,32;3,70;33,00;,00;,02
05.01.2017;10:00;,23;1,15;3,50;214,83;,10;,72
05.01.2017;11:00;1,82;,90;3,40;689,17;,00;,97
05.01.2017;12:00;2,03;1,33;6,60;611,00;,00;,85
05.01.2017;13:00;1,83;1,65;7,50;788,33;,00;,92
05.01.2017;14:00;1,32;1,32;6,50;565,00;,00;,88
05.01.2017;15:00;,10;1,18;5,00;175,50;,00;,42
05.01.2017;16:00;-1,88;,90;3,70;,00;,00;,00
05.01.2017;17:00;-3,32;,65;2,80;,00;,00;,00
05.01.2017;18:00;-3,82;,70;3,70;,00;,00;,00
05.01.2017;19:00;-4,50;,53;2,90;,00;,00;,00
05.01.2017;20:00;-5,03;,58;2,80;,00;,00;,00
05.01.2017;21:00;-5,58;,58;2,10;,00;,00;,00
05.01.2017;22:00;-6,23;,48;2,80;,00;,00;,00
05.01.2017;23:00;-6,82;,48;2,10;,00;,00;,00
06.01.2017;00:00;-7,32;,32;,90;,00;,00;,00
06.01.2017;01:00;-7,62;,58;1,80;,00;,00;,00
06.01.2017;02:00;-7,95;,68;1,60;,00;,00;,00
06.01.2017;03:00;-8,12;,77;2,70;,00;,00;,00
06.01.2017;04:00;-8,17;,63;1,30;,00;,00;,00
06.01.2017;05:00;-8,62;,50;1,00;,00;,00;,00
06.01.2017;06:00;-8,92;,65;1,20;,00;,00;,00
06.01.2017;07:00;-9,37;,62;1,00;,00;,00;,00
06.01.2017;08:00;-9,55;,52;1,20;10,17;,00;,00
06.01.2017;09:00;-7,63;,93;3,10;175,50;,00;,72
06.01.2017;10:00;-5,43;,78;2,20;626,00;,00;1,00
06.01.2017;11:00;-3,82;,75;1,90;1064,00;,00;1,00
06.01.2017;12:00;-3,52;,98;2,40;805,67;,00;1,00
06.01.2017;13:00;-2,70;1,33;3,40;829,17;,00;1,00
06.01.2017;14:00;-2,40;1,50;3,70;730,00;,00;1,00
06.01.2017;15:00;-3,17;,98;2,70;572,17;,00;1,00
06.01.2017;16:00;-5,05;,77;2,80;163,50;,00;,50
06.01.2017;17:00;-6,70;,80;2,00;,00;,00;,00
06.01.2017;18:00;-7,10;1,12;2,60;,00;,00;,00
06.01.2017;19:00;-7,60;1,13;2,20;,00;,00;,00
06.01.2017;20:00;-7,77;1,68;3,70;,00;,00;,00
06.01.2017;21:00;-8,38;1,48;3,90;,00;,00;,00
06.01.2017;22:00;-8,55;,78;2,70;,00;,00;,00
06.01.2017;23:00;-8,50;,92;2,60;,00;,00;,00
07.01.2017;00:00;-8,25;,82;1,90;,00;,00;,00
07.01.2017;01:00;-8,10;,55;1,30;,00;,00;,00
07.01.2017;02:00;-8,73;1,05;2,60;,00;,00;,00
07.01.2017;03:00;-9,00;,52;1,90;,00;,00;,00
07.01.2017;04:00;-9,30;,60;2,20;,00;,00;,00
07.01.2017;05:00;-8,90;,52;1,00;,00;,00;,00
07.01.2017;06:00;-7,95;1,05;2,40;,00;,00;,00
07.01.2017;07:00;-7,05;,65;1,90;,00;,00;,00
07.01.2017;08:00;-7,45;,60;1,20;,00;,00;,00
07.01.2017;09:00;-6,47;,73;1,90;,00;,00;,00
07.01.2017;10:00;-5,25;1,17;2,20;,00;,00;,00
07.01.2017;11:00;-4,75;1,73;3,30;,00;,00;,00
07.01.2017;12:00;-4,43;2,62;5,60;,00;,00;,00
07.01.2017;13:00;-4,27;2,67;5,60;,00;,00;,00
07.01.2017;14:00;-4,57;2,58;5,60;,00;,00;,00
07.01.2017;15:00;-4,75;2,82;6,50;,00;,10;,00
07.01.2017;16:00;-4,58;3,17;7,00;,00;,10;,00
07.01.2017;17:00;-4,52;2,63;6,80;,00;,00;,00
07.01.2017;18:00;-4,48;3,30;6,60;,00;,00;,00
07.01.2017;19:00;-4,55;2,32;5,60;,00;,00;,00
07.01.2017;20:00;-4,68;3,13;6,20;,00;,00;,00
07.01.2017;21:00;-4,52;2,55;5,60;,00;,00;,00
07.01.2017;22:00;-4,27;3,20;6,40;,00;,00;,00
07.01.2017;23:00;-3,95;2,45;6,80;,00;,00;,00
08.01.2017;00:00;-3,62;2,00;5,10;,00;,00;,00
08.01.2017;01:00;-3,37;2,03;4,30;,00;,00;,00
08.01.2017;02:00;-3,08;1,53;4,00;,00;,00;,00
08.01.2017;03:00;-2,83;1,88;4,30;,00;,00;,00
08.01.2017;04:00;-2,63;2,22;5,60;,00;,00;,00
08.01.2017;05:00;-2,30;1,12;3,40;,00;,00;,00
08.01.2017;06:00;-1,68;,97;2,60;,00;,00;,00
08.01.2017;07:00;-,90;1,10;2,40;,00;,00;,00
08.01.2017;08:00;-,25;1,08;3,10;,00;,00;,00
08.01.2017;09:00;-,10;1,18;3,10;46,17;,00;,00
08.01.2017;10:00;,57;,93;3,10;248,17;,00;,45
08.01.2017;11:00;2,70;,95;2,80;462,33;,00;,88
08.01.2017;12:00;1,48;,98;2,40;129,83;,00;,68
08.01.2017;13:00;1,17;1,07;3,10;95,17;,10;,07
08.01.2017;14:00;1,25;,85;2,40;116,67;,10;,38
08.01.2017;15:00;1,37;,80;2,80;95,67;,00;,20
08.01.2017;16:00;,75;,80;1,90;17,00;,00;,00
08.01.2017;17:00;,47;1,08;2,20;,00;,00;,00
08.01.2017;18:00;,20;,68;1,80;,00;,00;,00
08.01.2017;19:00;,27;,73;1,50;,00;,00;,00
08.01.2017;20:00;,30;,62;1,20;,00;,00;,00
08.01.2017;21:00;,38;,53;,90;,00;,00;,00
08.01.2017;22:00;,42;,40;,90;,00;,00;,00
08.01.2017;23:00;,37;,48;,90;,00;,00;,00
09.01.2017;00:00;,27;,53;1,30;,00;,00;,00
09.01.2017;01:00;,07;,77;1,50;,00;,00;,00
09.01.2017;02:00;,20;,87;1,50;,00;,00;,00
09.01.2017;03:00;,13;,90;1,60;,00;,00;,00
09.01.2017;04:00;,08;,92;2,30;,00;,00;,00
09.01.2017;05:00;-,03;,70;1,50;,00;,00;,00
09.01.2017;06:00;-,28;1,35;3,50;,00;,00;,00
09.01.2017;07:00;-,30;1,53;3,80;,00;,00;,00
09.01.2017;08:00;-,18;1,50;3,40;,00;,00;,00
09.01.2017;09:00;,02;1,18;2,80;24,67;,00;,00
09.01.2017;10:00;,12;1,60;3,70;50,50;,00;,00
09.01.2017;11:00;,82;1,57;3,80;202,17;,00;,65
09.01.2017;12:00;2,23;2,50;5,60;521,00;,00;,85
09.01.2017;13:00;1,52;2,68;6,90;40,00;,00;,13
09.01.2017;14:00;1,27;3,15;6,80;43,50;,00;,10
09.01.2017;15:00;1,22;3,62;7,50;,00;,00;,00
09.01.2017;16:00;1,13;3,73;7,10;,00;,00;,00
09.01.2017;17:00;,87;4,32;8,50;,00;,00;,00
09.01.2017;18:00;,53;4,87;8,30;,00;,00;,00
09.01.2017;19:00;,35;4,05;7,10;,00;,00;,00
09.01.2017;20:00;,28;4,35;8,40;,00;,00;,00
09.01.2017;21:00;,18;4,77;8,80;,00;,00;,00
09.01.2017;22:00;,12;5,18;10,00;,00;,00;,00
09.01.2017;23:00;,03;4,88;9,60;,00;,50;,00
10.01.2017;00:00;-,15;4,60;9,70;,00;,20;,00
10.01.2017;01:00;-,15;4,55;8,70;,00;,60;,00
10.01.2017;02:00;-,07;4,88;10,10;,00;,70;,00
10.01.2017;03:00;,12;4,80;10,10;,00;,30;,00
10.01.2017;04:00;,13;4,98;9,40;,00;,10;,00
10.01.2017;05:00;,17;4,75;9,30;,00;,10;,00
10.01.2017;06:00;,23;3,05;6,90;,00;,10;,00
10.01.2017;07:00;,50;1,85;3,50;,00;,00;,00
10.01.2017;08:00;,42;,93;2,20;,00;,00;,00
10.01.2017;09:00;,67;,85;3,90;77,50;,00;,18
10.01.2017;10:00;1,07;1,07;4,00;233,67;,00;,78
10.01.2017;11:00;2,43;1,03;3,10;422,50;,00;,88
10.01.2017;12:00;3,78;1,17;3,10;674,33;,10;1,00
10.01.2017;13:00;3,42;1,45;3,70;275,33;,00;,97
10.01.2017;14:00;3,45;1,32;4,10;460,67;,00;,97
10.01.2017;15:00;3,12;1,25;3,30;142,83;,00;,27
10.01.2017;16:00;2,23;1,00;2,60;16,67;,00;,00
10.01.2017;17:00;1,42;,63;1,20;,00;,00;,00
10.01.2017;18:00;1,38;,53;1,50;,00;,00;,00
10.01.2017;19:00;1,27;1,38;3,10;,00;,00;,00
10.01.2017;20:00;1,22;1,50;3,10;,00;,00;,00
10.01.2017;21:00;1,27;1,15;3,10;,00;,00;,00
10.01.2017;22:00;1,20;2,23;5,10;,00;,00;,00
10.01.2017;23:00;1,15;1,88;4,60;,00;,00;,00
11.01.2017;00:00;1,12;2,72;4,70;,00;,00;,00
11.01.2017;01:00;1,10;3,02;6,20;,00;,00;,00
11.01.2017;02:00;1,05;3,22;5,90;,00;,00;,00
11.01.2017;03:00;1,17;3,18;6,20;,00;,20;,00
11.01.2017;04:00;1,25;3,30;6,40;,00;,20;,00
11.01.2017;05:00;1,40;3,38;7,10;,00;,10;,00
11.01.2017;06:00;1,40;3,55;8,10;,00;,00;,00
11.01.2017;07:00;1,53;3,73;8,10;,00;,00;,00
11.01.2017;08:00;1,72;4,00;9,20;,00;,00;,00
11.01.2017;09:00;1,92;4,38;11,40;,00;,00;,00
11.01.2017;10:00;2,33;5,22;11,80;,00;,10;,00
11.01.2017;11:00;2,72;6,00;13,20;,00;,10;,00
11.01.2017;12:00;2,95;7,42;14,70;,00;,20;,00
11.01.2017;13:00;3,25;6,98;13,70;,00;,30;,00
11.01.2017;14:00;3,50;6,40;13,10;,00;,80;,00
11.01.2017;15:00;4,23;6,10;10,60;,00;,60;,00
11.01.2017;16:00;4,85;4,97;10,30;,00;,10;,00
11.01.2017;17:00;5,27;3,53;8,70;,00;,90;,00
11.01.2017;18:00;5,17;2,65;9,30;,00;,50;,00
