Tag;Stunde;AVG_TA200;AVG_WV1000;MAX_WV1000max;SUM_GS200;SUM_NN050;SUM_SSD
01.01.2019;00:00;4,1;2,46;7,22;0;0;0
01.01.2019;01:00;3,88;3,07;8,19;0;0;0
01.01.2019;02:00;4,17;3,54;8,11;0;0;0
01.01.2019;03:00;4,22;3,97;8,86;0;0;0
01.01.2019;04:00;4,11;5,55;12,66;0;0;0
01.01.2019;05:00;3,7;5,57;11,86;0;0;0
01.01.2019;06:00;3,45;6,01;12,46;0;0,03;0
01.01.2019;07:00;3,02;7,11;15,09;0;0,02;0
01.01.2019;08:00;2,92;5,36;12,75;0;0;0
01.01.2019;09:00;3;4,97;10,2;0;0;0
01.01.2019;10:00;3,02;5,42;10,76;21,51;0;0
01.01.2019;11:00;3,21;4,84;11,72;25,39;0;0
01.01.2019;12:00;3,53;6,68;12,48;44,76;0;0
01.01.2019;13:00;3,74;6,25;12,57;62,25;0,01;0
01.01.2019;14:00;3,85;6,25;11,49;50,27;0,09;0
01.01.2019;15:00;3,92;5,41;10,65;23;0,12;0
01.01.2019;16:00;4,11;5,75;11,15;0;0,29;0
01.01.2019;17:00;4,49;5,82;11,85;0;0,1;0
01.01.2019;18:00;3,96;6,86;14,26;0;0;0
01.01.2019;19:00;3,19;5,66;13,02;0;0,09;0
01.01.2019;20:00;2,67;5,84;12,73;0;0,08;0
01.01.2019;21:00;1,62;7,17;16,3;0;0,3;0
01.01.2019;22:00;1,34;7,3;15,73;0;0,04;0
01.01.2019;23:00;1,15;9,61;17,9;0;0,05;0
02.01.2019;00:00;0,92;8,57;15,99;0;0;0
02.01.2019;01:00;0,92;9,33;17,12;0;0;0
02.01.2019;02:00;0,55;7,73;15,92;0;0;0
02.01.2019;03:00;0,41;6,34;14,35;0;0;0
02.01.2019;04:00;0,51;6,41;14,57;0;0;0
02.01.2019;05:00;0,57;5,91;13,22;0;0;0
02.01.2019;06:00;0,55;5,93;11,84;0;0;0
02.01.2019;07:00;0,44;5,35;11,94;0;0;0
02.01.2019;08:00;0,37;5,19;11,62;0;0;0
02.01.2019;09:00;0,52;5,86;12,5;32,97;0;0
02.01.2019;10:00;0,77;7,16;14,41;77,58;0;0
02.01.2019;11:00;0,94;7,4;15,6;69,58;0;0
02.01.2019;12:00;1,2;6,17;13,86;96,54;0;0
02.01.2019;13:00;1,38;6,05;12,16;53,53;0;0
02.01.2019;14:00;1,56;6,25;13,09;51,22;0;0
02.01.2019;15:00;1,46;5,67;12,09;25,64;0;0
02.01.2019;16:00;1,14;4,99;10,19;0;0;0
02.01.2019;17:00;0,47;3,81;8,67;0;0;0
02.01.2019;18:00;0,26;3,52;8,09;0;0,25;0
02.01.2019;19:00;-0,36;4,4;9,3;0;0,01;0
02.01.2019;20:00;-0,33;4,41;9,84;0;0;0
02.01.2019;21:00;-0,48;4,94;9,86;0;0;0
02.01.2019;22:00;-1,18;3,39;8,15;0;0;0
02.01.2019;23:00;-1,79;3,25;7,29;0;0;0
03.01.2019;00:00;-2,05;3;7,55;0;0;0
03.01.2019;01:00;-2,17;2,62;6,99;0;0;0
03.01.2019;02:00;-1,95;3,09;7,15;0;0;0
03.01.2019;03:00;-2,28;2,27;5,43;0;0;0
03.01.2019;04:00;-1,87;1,68;6,15;0;0;0
03.01.2019;05:00;-1,58;1,86;5,09;0;0;0
03.01.2019;06:00;-1,24;1,78;5,9;0;0,03;0
03.01.2019;07:00;-1,11;2,34;6,52;0;0;0
03.01.2019;08:00;-0,88;3,08;7,74;0;0;0
03.01.2019;09:00;-0,5;3,17;8,07;20,51;0,01;0
03.01.2019;10:00;-0,39;3,06;8,24;49,87;0,07;0
03.01.2019;11:00;0,16;3,67;8,42;154,15;0;0,16
03.01.2019;12:00;0,33;4,42;9,55;95,55;0,01;0,02
03.01.2019;13:00;0,56;5,05;10,67;138,27;0,03;0,44
03.01.2019;14:00;0,57;4,72;9,79;90,14;0,03;0,12
03.01.2019;15:00;0,38;4,11;8,7;35,98;0;0
03.01.2019;16:00;0,11;3,85;9,92;0;0;0
03.01.2019;17:00;-0,02;3,72;8,44;0;0;0
03.01.2019;18:00;-0,07;2,8;7,59;0;0;0
03.01.2019;19:00;0,1;3,7;8,37;0;0;0
03.01.2019;20:00;0,18;3,46;7,87;0;0;0
03.01.2019;21:00;0,17;3,25;7,28;0;0;0
03.01.2019;22:00;0,22;3,71;8,71;0;0;0
03.01.2019;23:00;0,19;3,75;8,85;0;0;0
04.01.2019;00:00;0,11;3,44;8,18;0;0;0
04.01.2019;01:00;0,04;3,05;8,1;0;0;0
04.01.2019;02:00;-0,36;2,06;6,26;0;0;0
04.01.2019;03:00;-0,74;2,7;6,89;0;0;0
04.01.2019;04:00;-1,21;2,99;7,74;0;0;0
04.01.2019;05:00;-1,38;3,76;8,98;0;0;0
04.01.2019;06:00;-1,09;3,62;8,25;0;0;0
04.01.2019;07:00;-0,91;3,85;9,9;0;0;0
04.01.2019;08:00;-0,75;2,81;8,67;0;0;0
04.01.2019;09:00;-0,62;2,95;7,44;20,19;0;0
04.01.2019;10:00;-0,39;2,84;8,08;48,46;0;0
04.01.2019;11:00;0,2;2,83;7,66;95,42;0;0
04.01.2019;12:00;0,45;3,32;7,56;82,54;0;0
04.01.2019;13:00;0,97;4,35;9,98;78;0;0
04.01.2019;14:00;0,77;5,41;11,77;21,15;0;0
04.01.2019;15:00;0,7;6,24;13,63;16,46;0;0
04.01.2019;16:00;0,3;6,09;11,52;0;0;0
