Tag;Stunde;AVG_TA200;AVG_WV1000;MAX_WV1000max;SUM_GS200;SUM_NN050;SUM_SSD
01.01.2023;00:00;12,2;4,4;8,5;0,0;0,0;0,0
01.01.2023;01:00;11,3;4,2;8,7;0,0;0,0;0,0
01.01.2023;02:00;11,5;4,6;8,7;0,0;0,0;0,0
01.01.2023;03:00;11,5;4,9;9,0;0,0;0,0;0,0
01.01.2023;04:00;11,7;5,2;10,1;0,0;0,0;0,0
01.01.2023;05:00;11,3;4,6;8,2;0,0;0,0;0,0
01.01.2023;06:00;11,5;5,5;9,3;0,0;0,0;0,0
01.01.2023;07:00;11,5;4,6;8,8;0,0;0,0;0,0
01.01.2023;08:00;11,6;4,5;7,3;0,0;0,0;0,0
01.01.2023;09:00;11,5;4,2;8,2;0,0;0,0;0,0
01.01.2023;10:00;11,2;3,4;5,8;33,0;0,0;0,0
01.01.2023;11:00;11,4;3,2;6,6;42,6;0,0;0,0
01.01.2023;12:00;11,4;3,3;6,9;41,7;0,0;0,0
01.01.2023;13:00;11,8;3,6;6,1;78,7;0,0;0,0
01.01.2023;14:00;11,5;3,3;6,0;60,5;0,0;0,0
01.01.2023;15:00;11,4;2,2;4,2;38,7;0,0;0,0
01.01.2023;16:00;11,1;1,9;3,9;14,5;0,0;0,0
01.01.2023;17:00;10,3;1,3;3,1;0,0;0,1;0,0
01.01.2023;18:00;9,8;0,6;1,8;0,0;0,0;0,0
01.01.2023;19:00;9,7;0,3;1,2;0,0;0,1;0,0
01.01.2023;20:00;9,9;0,5;2,3;0,0;0,0;0,0
01.01.2023;21:00;11,0;2,0;4,8;0,0;0,0;0,0
01.01.2023;22:00;11,7;2,9;6,0;0,0;0,0;0,0
01.01.2023;23:00;12,0;3,3;6,5;0,0;0,0;0,0
02.01.2023;00:00;12,0;3,9;7,2;0,0;0,0;0,0
02.01.2023;01:00;11,6;3,3;5,9;0,0;0,0;0,0
02.01.2023;02:00;11,5;2,8;5,6;0,0;0,0;0,0
02.01.2023;03:00;11,5;3,5;6,0;0,0;0,0;0,0
02.01.2023;04:00;11,4;3,7;6,7;0,0;0,0;0,0
02.01.2023;05:00;11,2;4,3;8,4;0,0;0,0;0,0
02.01.2023;06:00;11,5;4,6;8,5;0,0;0,0;0,0
02.01.2023;07:00;11,4;5,0;8,6;0,0;0,0;0,0
02.01.2023;08:00;11,7;5,3;9,4;0,0;0,0;0,0
02.01.2023;09:00;10,9;4,8;8,8;0,0;0,4;0,0
02.01.2023;10:00;9,3;4,6;7,9;20,7;0,5;0,0
02.01.2023;11:00;9,3;5,5;9,5;43,5;0,1;0,0
02.01.2023;12:00;8,9;3,5;7,7;28,8;0,5;0,0
02.01.2023;13:00;8,6;3,1;5,3;58,2;0,4;0,0
02.01.2023;14:00;8,6;3,8;8,4;51,0;0,3;0,0
02.01.2023;15:00;8,3;5,0;8,5;46,6;0,3;0,0
02.01.2023;16:00;8,1;4,4;6,8;22,5;0,2;0,0
02.01.2023;17:00;7,9;4,9;8,4;13,4;0,3;0,0
02.01.2023;18:00;7,6;4,3;8,4;0,0;0,3;0,0
02.01.2023;19:00;7,3;3,6;6,3;0,0;0,2;0,0
02.01.2023;20:00;7,1;3,2;7,1;0,0;0,6;0,0
02.01.2023;21:00;6,7;2,3;4,7;0,0;0,0;0,0
02.01.2023;22:00;6,1;1,8;3,3;0,0;0,0;0,0
02.01.2023;23:00;6,5;2,2;3,3;0,0;0,0;0,0
03.01.2023;00:00;5,9;2,3;4,0;0,0;0,0;0,0
03.01.2023;01:00;5,0;2,3;4,2;0,0;0,0;0,0
03.01.2023;02:00;3,4;2,3;3,0;0,0;0,0;0,0
03.01.2023;03:00;3,6;1,4;3,4;0,0;0,0;0,0
03.01.2023;04:00;2,6;1,4;2,7;0,0;0,0;0,0
03.01.2023;05:00;3,2;0,8;1,8;0,0;0,0;0,0
03.01.2023;06:00;4,0;0,9;3,2;0,0;0,0;0,0
03.01.2023;07:00;5,5;1,9;4,2;0,0;0,0;0,0
03.01.2023;08:00;5,5;1,6;3,0;0,0;0,0;0,0
03.01.2023;09:00;5,6;1,7;3,5;0,0;0,0;0,0
03.01.2023;10:00;6,1;3,3;6,6;37,2;0,0;0,0
03.01.2023;11:00;6,5;3,2;5,9;74,8;0,0;0,0
