Tag;Stunde;AVG_TA200;AVG_WV1000;MAX_WV1000max;SUM_GS200;SUM_NN050;SUM_SSD
01.01.2023;00:00;10,9;5,2;10,4;0,0;0,0;0,0
01.01.2023;01:00;10,9;6,3;11,7;0,0;0,0;0,0
01.01.2023;02:00;10,8;6,5;12,7;0,0;0,0;0,0
01.01.2023;03:00;10,7;5,6;10,4;0,0;0,0;0,0
01.01.2023;04:00;10,5;5,6;9,8;0,0;0,0;0,0
01.01.2023;05:00;10,4;5,4;9,2;0,0;0,0;0,0
01.01.2023;06:00;10,5;5,5;10,0;0,0;0,0;0,0
01.01.2023;07:00;10,7;6,1;12,0;0,0;0,0;0,0
01.01.2023;08:00;10,5;7,4;13,3;0,0;0,0;0,0
01.01.2023;09:00;9,6;6,3;11,3;0,0;0,0;0,0
01.01.2023;10:00;9,2;5,2;9,6;0,0;0,0;0,0
01.01.2023;11:00;9,4;4,4;7,9;0,0;0,0;0,0
01.01.2023;12:00;9,6;4,8;8,2;57,1;0,0;0,0
01.01.2023;13:00;10,4;4,8;9,5;193,3;0,0;0,1
01.01.2023;14:00;10,1;4,0;7,4;100,1;0,0;0,0
01.01.2023;15:00;9,7;3,1;7,6;55,4;0,0;0,0
01.01.2023;16:00;9,1;2,9;5,8;21,9;0,1;0,0
01.01.2023;17:00;8,6;2,6;4,8;0,0;0,1;0,0
01.01.2023;18:00;8,4;2,8;5,2;0,0;0,1;0,0
01.01.2023;19:00;8,3;2,9;5,5;0,0;0,4;0,0
01.01.2023;20:00;8,5;3,8;6,8;0,0;0,0;0,0
01.01.2023;21:00;9,1;5,0;8,8;0,0;0,0;0,0
01.01.2023;22:00;9,6;4,0;7,9;0,0;0,0;0,0
01.01.2023;23:00;10,7;4,6;7,9;0,0;0,0;0,0
02.01.2023;00:00;10,9;4,9;8,9;0,0;0,0;0,0
02.01.2023;01:00;10,6;4,5;7,9;0,0;0,0;0,0
02.01.2023;02:00;10,1;4,2;7,9;0,0;0,0;0,0
02.01.2023;03:00;10,0;4,7;8,8;0,0;0,0;0,0
02.01.2023;04:00;10,0;5,3;8,5;0,0;0,0;0,0
02.01.2023;05:00;9,9;4,7;8,2;0,0;0,0;0,0
02.01.2023;06:00;9,7;4,5;8,6;0,0;0,0;0,0
02.01.2023;07:00;9,0;3,9;8,1;0,0;0,3;0,0
02.01.2023;08:00;8,5;4,1;7,1;0,0;0,2;0,0
02.01.2023;09:00;7,9;4,9;8,7;0,0;0,7;0,0
02.01.2023;10:00;7,8;5,3;9,9;12,7;0,2;0,0
02.01.2023;11:00;7,8;5,8;10,0;19,8;0,5;0,0
02.01.2023;12:00;7,5;3,9;6,6;41,8;0,5;0,0
02.01.2023;13:00;7,4;3,9;7,2;51,7;0,3;0,0
02.01.2023;14:00;7,3;5,4;8,2;56,4;0,2;0,0
02.01.2023;15:00;6,9;5,0;8,0;32,7;0,3;0,0
02.01.2023;16:00;7,0;5,2;9,3;25,2;0,4;0,0
02.01.2023;17:00;6,6;5,8;9,3;0,0;0,2;0,0
02.01.2023;18:00;6,1;5,6;9,6;0,0;0,1;0,0
02.01.2023;19:00;5,7;4,6;8,3;0,0;0,0;0,0
02.01.2023;20:00;5,4;4,6;8,2;0,0;0,0;0,0
02.01.2023;21:00;5,1;3,7;7,5;0,0;0,0;0,0
02.01.2023;22:00;5,0;3,4;6,3;0,0;0,0;0,0
02.01.2023;23:00;4,6;3,0;4,9;0,0;0,0;0,0
03.01.2023;00:00;4,2;3,9;5,9;0,0;0,0;0,0
03.01.2023;01:00;4,2;3,8;5,6;0,0;0,0;0,0
03.01.2023;02:00;4,1;3,4;5,6;0,0;0,0;0,0
03.01.2023;03:00;4,2;3,1;5,3;0,0;0,0;0,0
03.01.2023;04:00;4,2;2,9;4,9;0,0;0,0;0,0
03.01.2023;05:00;4,2;2,9;5,0;0,0;0,0;0,0
03.01.2023;06:00;4,4;3,6;6,8;0,0;0,0;0,0
03.01.2023;07:00;4,6;2,9;5,7;0,0;0,0;0,0
03.01.2023;08:00;4,8;3,0;6,7;0,0;0,0;0,0
03.01.2023;09:00;4,8;4,2;10,2;0,0;0,0;0,0
03.01.2023;10:00;4,9;4,4;7,5;17,7;0,0;0,0
03.01.2023;11:00;5,1;3,8;7,3;43,3;0,1;0,0
03.01.2023;12:00;5,2;3,8;7,7;52,2;0,3;0,0
03.01.2023;13:00;5,5;4,6;7,5;122,5;0,1;0,1
03.01.2023;14:00;5,6;5,3;8,5;212,4;0,0;0,5
03.01.2023;15:00;5,3;4,4;7,9;82,2;0,0;0,0
03.01.2023;16:00;5,2;4,2;9,1;39,8;0,0;0,0
03.01.2023;17:00;4,9;3,8;6,9;0,0;0,0;0,0
03.01.2023;18:00;4,8;3,4;6,4;0,0;0,0;0,0
03.01.2023;19:00;4,8;4,1;7,8;0,0;0,0;0,0
03.01.2023;20:00;4,7;4,7;9,3;0,0;0,0;0,0
03.01.2023;21:00;4,5;4,8;8,5;0,0;0,0;0,0
03.01.2023;22:00;4,4;4,7;9,3;0,0;0,0;0,0
03.01.2023;23:00;4,4;5,5;10,7;0,0;0,0;0,0
04.01.2023;00:00;4,5;5,5;10,9;0,0;0,0;0,0
04.01.2023;01:00;4,6;5,8;12,4;0,0;0,0;0,0
04.01.2023;02:00;4,5;5,9;11,6;0,0;0,0;0,0
04.01.2023;03:00;4,6;6,8;13,3;0,0;0,0;0,0
04.01.2023;04:00;4,9;7,0;13,4;0,0;0,1;0,0
04.01.2023;05:00;5,1;7,3;13,2;0,0;0,3;0,0
04.01.2023;06:00;5,3;6,5;11,3;0,0;0,1;0,0
04.01.2023;07:00;5,7;7,1;12,9;0,0;0,2;0,0
04.01.2023;08:00;5,8;7,6;14,6;0,0;0,1;0,0
04.01.2023;09:00;6,0;8,5;14,5;0,0;0,1;0,0
04.01.2023;10:00;6,3;8,8;14,3;22,1;0,1;0,0
04.01.2023;11:00;6,6;8,8;15,3;36,7;0,1;0,0
04.01.2023;12:00;6,8;8,6;14,4;42,8;0,2;0,0
04.01.2023;13:00;7,1;8,5;14,1;58,8;0,1;0,0
04.01.2023;14:00;7,4;8,7;13,7;70,4;0,1;0,0
04.01.2023;15:00;7,8;8,3;13,5;49,0;0,1;0,0
04.01.2023;16:00;8,1;8,3;13,2;22,4;0,0;0,0
04.01.2023;17:00;8,4;8,1;14,1;0,0;0,0;0,0
04.01.2023;18:00;8,7;9,0;15,0;0,0;0,2;0,0
04.01.2023;19:00;8,9;8,2;14,0;0,0;0,3;0,0
04.01.2023;20:00;8,8;6,3;12,3;0,0;0,5;0,0
04.01.2023;21:00;8,9;6,2;9,9;0,0;0,0;0,0
04.01.2023;22:00;8,9;6,9;11,4;0,0;0,1;0,0
04.01.2023;23:00;9,1;6,2;12,3;0,0;0,2;0,0
05.01.2023;00:00;9,3;6,4;13,1;0,0;1,6;0,0
05.01.2023;01:00;8,7;5,7;10,6;0,0;0,1;0,0
05.01.2023;02:00;8,1;6,6;11,6;0,0;0,0;0,0
05.01.2023;03:00;7,4;7,9;14,0;0,0;0,0;0,0
05.01.2023;04:00;7,1;7,4;14,0;0,0;0,0;0,0
05.01.2023;05:00;7,2;6,5;12,5;0,0;0,0;0,0
05.01.2023;06:00;7,2;6,3;13,4;0,0;0,0;0,0
05.01.2023;07:00;6,7;4,9;10,4;0,0;0,0;0,0
05.01.2023;08:00;6,9;5,1;9,3;0,0;0,0;0,0
05.01.2023;09:00;6,9;5,1;8,8;0,0;0,0;0,0
05.01.2023;10:00;7,1;5,1;9,7;25,4;0,0;0,0
05.01.2023;11:00;7,4;5,5;10,2;90,8;0,0;0,1
05.01.2023;12:00;7,7;5,1;9,3;122,3;0,0;0,0
05.01.2023;13:00;8,1;4,9;9,6;138,1;0,0;0,0
05.01.2023;14:00;8,5;4,8;8,8;162,2;0,0;0,3
05.01.2023;15:00;8,3;4,2;8,2;73,8;0,0;0,0
05.01.2023;16:00;7,6;3,5;5,3;27,6;0,4;0,0
05.01.2023;17:00;7,7;3,9;6,0;0,0;0,1;0,0
05.01.2023;18:00;7,9;4,7;7,9;0,0;0,1;0,0
05.01.2023;19:00;8,0;4,2;7,0;0,0;0,1;0,0
05.01.2023;20:00;8,1;3,1;6,0;0,0;0,6;0,0
05.01.2023;21:00;8,5;3,6;6,3;0,0;0,1;0,0
05.01.2023;22:00;8,8;3,9;6,7;0,0;0,4;0,0
05.01.2023;23:00;8,4;5,4;10,1;0,0;0,6;0,0
06.01.2023;00:00;7,7;4,7;8,7;0,0;0,0;0,0
06.01.2023;01:00;7,4;5,6;10,0;0,0;0,0;0,0
06.01.2023;02:00;7,2;5,9;9,4;0,0;0,0;0,0
06.01.2023;03:00;6,9;5,4;8,7;0,0;0,0;0,0
06.01.2023;04:00;6,8;5,4;10,2;0,0;0,0;0,0
06.01.2023;05:00;6,8;5,7;9,6;0,0;0,0;0,0
06.01.2023;06:00;6,8;5,5;9,8;0,0;0,0;0,0
06.01.2023;07:00;6,6;5,7;10,0;0,0;0,0;0,0
06.01.2023;08:00;6,4;5,2;8,5;0,0;0,0;0,0
06.01.2023;09:00;6,5;5,4;9,3;0,0;0,1;0,0
06.01.2023;10:00;6,7;5,7;9,2;33,8;0,0;0,0
06.01.2023;11:00;6,9;5,9;11,4;48,2;0,0;0,0
06.01.2023;12:00;7,0;5,2;9,2;56,8;0,0;0,0
06.01.2023;13:00;7,4;5,7;9,9;113,2;0,0;0,0
06.01.2023;14:00;7,5;5,8;9,2;125,1;0,0;0,0
06.01.2023;15:00;7,6;5,4;9,3;85,9;0,0;0,0
06.01.2023;16:00;7,5;4,8;7,9;37,4;0,0;0,0
06.01.2023;17:00;7,5;4,8;8,2;10,2;0,0;0,0
06.01.2023;18:00;7,4;4,2;7,1;0,0;0,0;0,0
06.01.2023;19:00;7,4;5,0;9,3;0,0;0,1;0,0
06.01.2023;20:00;7,4;4,8;8,8;0,0;0,1;0,0
06.01.2023;21:00;7,3;4,7;8,2;0,0;0,0;0,0
06.01.2023;22:00;7,3;5,1;8,6;0,0;0,2;0,0
06.01.2023;23:00;7,3;5,3;8,4;0,0;0,1;0,0
07.01.2023;00:00;7,2;4,9;8,5;0,0;0,0;0,0
07.01.2023;01:00;7,1;4,3;7,2;0,0;0,0;0,0
07.01.2023;02:00;6,8;3,8;6,9;0,0;0,0;0,0
07.01.2023;03:00;6,7;2,9;6,6;0,0;0,0;0,0
07.01.2023;04:00;6,6;3,3;6,0;0,0;0,0;0,0
07.01.2023;05:00;6,4;3,5;6,1;0,0;0,0;0,0
07.01.2023;06:00;6,2;2,5;5,3;0,0;0,0;0,0
07.01.2023;07:00;5,9;2,6;4,5;0,0;0,0;0,0
07.01.2023;08:00;5,8;3,0;6,9;0,0;0,0;0,0
07.01.2023;09:00;5,6;2,9;6,6;0,0;0,0;0,0
07.01.2023;10:00;5,6;3,6;7,5;32,4;0,0;0,0
07.01.2023;11:00;5,8;3,2;6,8;60,4;0,0;0,0
07.01.2023;12:00;6,1;3,0;7,0;71,4;0,0;0,0
07.01.2023;13:00;6,4;4,0;9,1;118,8;0,0;0,0
07.01.2023;14:00;6,7;4,7;9,9;121,1;0,0;0,0
07.01.2023;15:00;6,7;4,5;9,7;67,5;0,0;0,0
07.01.2023;16:00;7,0;5,0;9,6;56,5;0,0;0,0
07.01.2023;17:00;6,7;4,9;8,9;21,8;0,0;0,1
07.01.2023;18:00;6,3;4,9;8,8;0,0;0,0;0,0
07.01.2023;19:00;6,3;4,5;7,7;0,0;0,0;0,0
07.01.2023;20:00;6,4;4,6;10,7;0,0;0,0;0,0
07.01.2023;21:00;5,8;4,7;9,2;0,0;0,5;0,0
07.01.2023;22:00;5,9;5,8;10,4;0,0;0,4;0,0
07.01.2023;23:00;6,1;7,2;13,5;0,0;0,4;0,0
08.01.2023;00:00;6,3;6,2;12,4;0,0;0,0;0,0
08.01.2023;01:00;6,4;5,5;10,9;0,0;0,9;0,0
08.01.2023;02:00;6,4;5,2;11,0;0,0;1,7;0,0
