Datum von;Datum bis;Netzlast [MWh] Berechnete Auflösungen;Netzlast inkl. Pumpspeicher [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen
09.01.2018 02:00;09.01.2018 03:00;443,50;443,50;381,75
09.01.2018 03:00;09.01.2018 04:00;377,75;377,75;326,50
09.01.2018 04:00;09.01.2018 05:00;374,00;374,00;326,00
09.01.2018 05:00;09.01.2018 06:00;412,50;412,50;360,25
09.01.2018 06:00;09.01.2018 07:00;489,50;489,50;446,25
09.01.2018 07:00;09.01.2018 08:00;587,00;587,00;552,50
09.01.2018 08:00;09.01.2018 09:00;576,75;576,75;541,00
09.01.2018 09:00;09.01.2018 10:00;580,50;580,50;552,75
09.01.2018 10:00;09.01.2018 11:00;598,75;598,75;579,00
09.01.2018 11:00;09.01.2018 12:00;572,25;572,25;523,75
09.01.2018 12:00;09.01.2018 13:00;574,50;574,50;522,75
09.01.2018 13:00;09.01.2018 14:00;565,50;565,50;520,25
09.01.2018 14:00;09.01.2018 15:00;543,50;543,50;508,25
09.01.2018 15:00;09.01.2018 16:00;534,25;534,25;505,75
09.01.2018 16:00;09.01.2018 17:00;529,75;529,75;494,50
09.01.2018 17:00;09.01.2018 18:00;578,00;578,00;536,75
09.01.2018 18:00;09.01.2018 19:00;636,25;636,25;584,00
09.01.2018 19:00;09.01.2018 20:00;619,00;619,00;560,50
09.01.2018 20:00;09.01.2018 21:00;574,00;574,00;513,50
09.01.2018 21:00;09.01.2018 22:00;518,00;518,00;471,25
09.01.2018 22:00;09.01.2018 23:00;564,75;564,75;526,25
09.01.2018 23:00;10.01.2018 00:00;546,25;546,25;510,50
10.01.2018 00:00;10.01.2018 01:00;512,50;512,50;474,50
10.01.2018 01:00;10.01.2018 02:00;441,25;441,25;402,50
10.01.2018 02:00;10.01.2018 03:00;426,50;426,50;395,50
10.01.2018 03:00;10.01.2018 04:00;380,25;380,25;344,00
10.01.2018 04:00;10.01.2018 05:00;295,75;295,75;260,25
10.01.2018 05:00;10.01.2018 06:00;247,25;247,25;215,25
10.01.2018 06:00;10.01.2018 07:00;386,50;386,50;349,50
10.01.2018 07:00;10.01.2018 08:00;483,75;483,75;455,25
10.01.2018 08:00;10.01.2018 09:00;595,75;595,75;570,75
10.01.2018 09:00;10.01.2018 10:00;638,00;638,00;603,50
10.01.2018 10:00;10.01.2018 11:00;624,50;624,50;589,00
10.01.2018 11:00;10.01.2018 12:00;626,75;626,75;590,50
10.01.2018 12:00;10.01.2018 13:00;621,50;621,50;585,00
10.01.2018 13:00;10.01.2018 14:00;587,00;587,00;557,50
10.01.2018 14:00;10.01.2018 15:00;562,75;562,75;534,75
10.01.2018 15:00;10.01.2018 16:00;528,25;528,25;506,75
10.01.2018 16:00;10.01.2018 17:00;484,00;484,00;464,25
10.01.2018 17:00;10.01.2018 18:00;451,25;451,25;434,25
10.01.2018 18:00;10.01.2018 19:00;487,50;487,50;471,50
10.01.2018 19:00;10.01.2018 20:00;600,25;600,25;588,25
10.01.2018 20:00;10.01.2018 21:00;657,75;657,75;648,25
10.01.2018 21:00;10.01.2018 22:00;637,00;637,00;631,75
10.01.2018 22:00;10.01.2018 23:00;603,00;603,00;598,50
10.01.2018 23:00;11.01.2018 00:00;632,00;632,00;629,50
11.01.2018 00:00;11.01.2018 01:00;627,25;627,25;626,25
11.01.2018 01:00;11.01.2018 02:00;539,25;539,25;537,25
11.01.2018 02:00;11.01.2018 03:00;442,25;442,25;440,00
11.01.2018 03:00;11.01.2018 04:00;412,00;412,00;409,00
11.01.2018 04:00;11.01.2018 05:00;352,00;352,00;348,00
11.01.2018 05:00;11.01.2018 06:00;326,25;326,25;323,25
11.01.2018 06:00;11.01.2018 07:00;271,00;271,00;268,75
11.01.2018 07:00;11.01.2018 08:00;410,75;410,75;409,50
11.01.2018 08:00;11.01.2018 09:00;530,00;530,00;528,75
11.01.2018 09:00;11.01.2018 10:00;625,75;625,75;623,25
11.01.2018 10:00;11.01.2018 11:00;588,75;588,75;583,50
11.01.2018 11:00;11.01.2018 12:00;575,75;575,75;565,75
11.01.2018 12:00;11.01.2018 13:00;593,25;593,25;580,25
11.01.2018 13:00;11.01.2018 14:00;581,00;581,00;570,00
11.01.2018 14:00;11.01.2018 15:00;531,50;531,50;523,25
11.01.2018 15:00;11.01.2018 16:00;520,25;520,25;515,75
11.01.2018 16:00;11.01.2018 17:00;493,00;493,00;491,75
11.01.2018 17:00;11.01.2018 18:00;498,00;498,00;496,00
11.01.2018 18:00;11.01.2018 19:00;558,75;558,75;552,75
11.01.2018 19:00;11.01.2018 20:00;637,75;637,75;627,00
11.01.2018 20:00;11.01.2018 21:00;667,75;667,75;659,50
11.01.2018 21:00;11.01.2018 22:00;614,75;614,75;603,75
11.01.2018 22:00;11.01.2018 23:00;581,00;581,00;572,00
11.01.2018 23:00;12.01.2018 00:00;622,50;622,50;617,00
12.01.2018 00:00;12.01.2018 01:00;621,25;621,25;614,75
12.01.2018 01:00;12.01.2018 02:00;544,75;544,75;539,50
12.01.2018 02:00;12.01.2018 03:00;508,50;508,50;499,25
12.01.2018 03:00;12.01.2018 04:00;478,00;478,00;468,50
12.01.2018 04:00;12.01.2018 05:00;479,00;479,00;467,25
12.01.2018 05:00;12.01.2018 06:00;475,50;475,50;464,50
12.01.2018 06:00;12.01.2018 07:00;562,50;562,50;553,50
12.01.2018 07:00;12.01.2018 08:00;616,25;616,25;610,00
12.01.2018 08:00;12.01.2018 09:00;711,25;711,25;707,00
12.01.2018 09:00;12.01.2018 10:00;711,75;711,75;705,00
12.01.2018 10:00;12.01.2018 11:00;670,75;670,75;659,75
12.01.2018 11:00;12.01.2018 12:00;643,50;643,50;631,25
12.01.2018 12:00;12.01.2018 13:00;619,00;619,00;607,25
12.01.2018 13:00;12.01.2018 14:00;619,25;619,25;606,50
12.01.2018 14:00;12.01.2018 15:00;603,50;603,50;592,50
12.01.2018 15:00;12.01.2018 16:00;577,00;577,00;569,75
12.01.2018 16:00;12.01.2018 17:00;550,00;550,00;547,25
12.01.2018 17:00;12.01.2018 18:00;567,50;567,50;564,25
12.01.2018 18:00;12.01.2018 19:00;647,25;647,25;641,50
12.01.2018 19:00;12.01.2018 20:00;691,25;691,25;682,50
12.01.2018 20:00;12.01.2018 21:00;683,00;683,00;673,00
12.01.2018 21:00;12.01.2018 22:00;635,75;635,75;628,25
12.01.2018 22:00;12.01.2018 23:00;586,75;586,75;581,00
12.01.2018 23:00;13.01.2018 00:00;634,25;634,25;627,75
13.01.2018 00:00;13.01.2018 01:00;562,00;562,00;554,75
13.01.2018 01:00;13.01.2018 02:00;550,50;550,50;542,50
13.01.2018 02:00;13.01.2018 03:00;521,50;521,50;513,50
13.01.2018 03:00;13.01.2018 04:00;529,25;529,25;520,75
13.01.2018 04:00;13.01.2018 05:00;512,25;512,25;505,25
13.01.2018 05:00;13.01.2018 06:00;464,00;464,00;455,25
13.01.2018 06:00;13.01.2018 07:00;462,75;462,75;452,75
13.01.2018 07:00;13.01.2018 08:00;447,25;447,25;430,75
13.01.2018 08:00;13.01.2018 09:00;480,25;480,25;459,00
13.01.2018 09:00;13.01.2018 10:00;506,75;506,75;483,00
13.01.2018 10:00;13.01.2018 11:00;560,25;560,25;535,75
13.01.2018 11:00;13.01.2018 12:00;603,00;603,00;572,00
13.01.2018 12:00;13.01.2018 13:00;629,50;629,50;592,00
13.01.2018 13:00;13.01.2018 14:00;598,75;598,75;554,25
13.01.2018 14:00;13.01.2018 15:00;550,75;550,75;499,25
13.01.2018 15:00;13.01.2018 16:00;487,00;487,00;445,75
13.01.2018 16:00;13.01.2018 17:00;485,00;485,00;423,75
13.01.2018 17:00;13.01.2018 18:00;491,25;491,25;424,00
13.01.2018 18:00;13.01.2018 19:00;494,00;494,00;429,50
13.01.2018 19:00;13.01.2018 20:00;524,00;524,00;461,25
13.01.2018 20:00;13.01.2018 21:00;558,50;558,50;501,00
13.01.2018 21:00;13.01.2018 22:00;547,50;547,50;498,00
13.01.2018 22:00;13.01.2018 23:00;496,00;496,00;452,25
13.01.2018 23:00;14.01.2018 00:00;525,75;525,75;485,25
14.01.2018 00:00;14.01.2018 01:00;585,25;585,25;539,75
14.01.2018 01:00;14.01.2018 02:00;583,25;583,25;536,00
14.01.2018 02:00;14.01.2018 03:00;511,00;511,00;462,50
14.01.2018 03:00;14.01.2018 04:00;484,75;484,75;439,75
14.01.2018 04:00;14.01.2018 05:00;475,50;475,50;433,00
14.01.2018 05:00;14.01.2018 06:00;427,50;427,50;382,00
14.01.2018 06:00;14.01.2018 07:00;421,25;421,25;377,75
14.01.2018 07:00;14.01.2018 08:00;426,75;426,75;383,00
14.01.2018 08:00;14.01.2018 09:00;419,75;419,75;376,00
14.01.2018 09:00;14.01.2018 10:00;452,25;452,25;404,50
14.01.2018 10:00;14.01.2018 11:00;525,50;525,50;480,00
14.01.2018 11:00;14.01.2018 12:00;530,00;530,00;481,75
14.01.2018 12:00;14.01.2018 13:00;551,00;551,00;502,75
14.01.2018 13:00;14.01.2018 14:00;561,75;561,75;522,50
14.01.2018 14:00;14.01.2018 15:00;536,25;536,25;504,75
14.01.2018 15:00;14.01.2018 16:00;514,00;514,00;490,00
14.01.2018 16:00;14.01.2018 17:00;526,00;526,00;509,00
14.01.2018 17:00;14.01.2018 18:00;555,50;555,50;534,25
14.01.2018 18:00;14.01.2018 19:00;591,25;591,25;566,25
14.01.2018 19:00;14.01.2018 20:00;600,00;600,00;573,00
14.01.2018 20:00;14.01.2018 21:00;583,00;583,00;557,75
14.01.2018 21:00;14.01.2018 22:00;571,25;571,25;537,75
14.01.2018 22:00;14.01.2018 23:00;512,75;512,75;480,00
14.01.2018 23:00;15.01.2018 00:00;519,25;519,25;483,50
15.01.2018 00:00;15.01.2018 01:00;545,50;545,50;514,00
15.01.2018 01:00;15.01.2018 02:00;408,50;408,50;374,25
15.01.2018 02:00;15.01.2018 03:00;384,75;384,75;345,25
15.01.2018 03:00;15.01.2018 04:00;355,00;355,00;311,50
15.01.2018 04:00;15.01.2018 05:00;304,25;304,25;260,50
15.01.2018 05:00;15.01.2018 06:00;297,75;297,75;249,75
15.01.2018 06:00;15.01.2018 07:00;338,25;338,25;287,25
15.01.2018 07:00;15.01.2018 08:00;466,50;466,50;415,50
15.01.2018 08:00;15.01.2018 09:00;480,25;480,25;422,75
15.01.2018 09:00;15.01.2018 10:00;470,25;470,25;408,50
15.01.2018 10:00;15.01.2018 11:00;498,50;498,50;428,75
15.01.2018 11:00;15.01.2018 12:00;447,25;447,25;364,00
15.01.2018 12:00;15.01.2018 13:00;399,25;399,25;301,00
15.01.2018 13:00;15.01.2018 14:00;400,25;400,25;297,25
15.01.2018 14:00;15.01.2018 15:00;430,00;430,00;323,00
15.01.2018 15:00;15.01.2018 16:00;449,25;449,25;344,50
15.01.2018 16:00;15.01.2018 17:00;429,25;429,25;320,00
15.01.2018 17:00;15.01.2018 18:00;382,25;382,25;268,75
15.01.2018 18:00;15.01.2018 19:00;393,75;393,75;281,00
15.01.2018 19:00;15.01.2018 20:00;417,00;417,00;305,00
15.01.2018 20:00;15.01.2018 21:00;397,00;397,00;288,00
15.01.2018 21:00;15.01.2018 22:00;353,50;353,50;244,25
15.01.2018 22:00;15.01.2018 23:00;252,00;252,00;148,75
15.01.2018 23:00;16.01.2018 00:00;224,00;224,00;121,25
16.01.2018 00:00;16.01.2018 01:00;331,00;331,00;223,25
16.01.2018 01:00;16.01.2018 02:00;412,25;412,25;310,50
16.01.2018 02:00;16.01.2018 03:00;436,00;436,00;343,25
16.01.2018 03:00;16.01.2018 04:00;409,75;409,75;339,75
16.01.2018 04:00;16.01.2018 05:00;344,50;344,50;258,50
16.01.2018 05:00;16.01.2018 06:00;328,00;328,00;226,00
16.01.2018 06:00;16.01.2018 07:00;350,00;350,00;263,50
16.01.2018 07:00;16.01.2018 08:00;516,50;516,50;414,25
16.01.2018 08:00;16.01.2018 09:00;633,75;633,75;539,75
16.01.2018 09:00;16.01.2018 10:00;588,50;588,50;485,50
16.01.2018 10:00;16.01.2018 11:00;556,50;556,50;435,00
16.01.2018 11:00;16.01.2018 12:00;562,00;562,00;429,25
16.01.2018 12:00;16.01.2018 13:00;549,50;549,50;426,00
16.01.2018 13:00;16.01.2018 14:00;521,25;521,25;408,75
16.01.2018 14:00;16.01.2018 15:00;526,00;526,00;413,00
16.01.2018 15:00;16.01.2018 16:00;522,25;522,25;419,75
16.01.2018 16:00;16.01.2018 17:00;538,50;538,50;437,75
16.01.2018 17:00;16.01.2018 18:00;559,00;559,00;471,25
16.01.2018 18:00;16.01.2018 19:00;645,25;645,25;558,50
16.01.2018 19:00;16.01.2018 20:00;676,00;676,00;596,25
16.01.2018 20:00;16.01.2018 21:00;649,75;649,75;556,00
16.01.2018 21:00;16.01.2018 22:00;571,50;571,50;488,00
16.01.2018 22:00;16.01.2018 23:00;554,50;554,50;482,25
16.01.2018 23:00;17.01.2018 00:00;562,75;562,75;510,50
17.01.2018 00:00;17.01.2018 01:00;468,25;468,25;383,50
17.01.2018 01:00;17.01.2018 02:00;317,00;317,00;217,50
17.01.2018 02:00;17.01.2018 03:00;293,00;293,00;193,50
17.01.2018 03:00;17.01.2018 04:00;231,50;231,50;130,25
17.01.2018 04:00;17.01.2018 05:00;188,75;188,75;90,75
17.01.2018 05:00;17.01.2018 06:00;265,75;265,75;158,50
17.01.2018 06:00;17.01.2018 07:00;394,75;394,75;284,50
17.01.2018 07:00;17.01.2018 08:00;570,50;570,50;466,75
17.01.2018 08:00;17.01.2018 09:00;604,50;604,50;505,75
17.01.2018 09:00;17.01.2018 10:00;604,50;604,50;500,50
17.01.2018 10:00;17.01.2018 11:00;610,50;610,50;496,25
17.01.2018 11:00;17.01.2018 12:00;573,75;573,75;452,50
17.01.2018 12:00;17.01.2018 13:00;546,25;546,25;423,00
17.01.2018 13:00;17.01.2018 14:00;556,25;556,25;442,75
17.01.2018 14:00;17.01.2018 15:00;543,50;543,50;435,00
17.01.2018 15:00;17.01.2018 16:00;537,00;537,00;430,00
17.01.2018 16:00;17.01.2018 17:00;537,50;537,50;436,50
17.01.2018 17:00;17.01.2018 18:00;588,25;588,25;488,00
17.01.2018 18:00;17.01.2018 19:00;665,50;665,50;566,75
17.01.2018 19:00;17.01.2018 20:00;684,25;684,25;595,75
17.01.2018 20:00;17.01.2018 21:00;640,50;640,50;556,00
17.01.2018 21:00;17.01.2018 22:00;522,50;522,50;438,25
